,title,genre,summary
3916,The Street Lawyer,thriller,"Michael was in a hurry. He was scrambling up the ladder at Drake & Sweeney, a giant D.C. law firm with eight hundred lawyers. The money was good and getting better; a partnership was three years away. He was a rising star with no time to waste, no time to stop, no time to toss a few coins into the cups of panhandlers. No time for a conscience.

But a violent encounter with a homeless man stopped him cold. Michael survived; his assailant did not. Who was this man? Michael did some digging, and learned that he was a mentally ill veteran who'd been in and out of shelters for many years. Then Michael dug a little deeper, and found a dirty secret, and the secret involved Drake & Sweeney.

The fast track derailed; the ladder collapsed. Michael bolted the firm and took a top-secret file with him. He landed in the streets, an advocate for the homeless, a street lawyer.

And a thief. (less)"
3917,The Echo Wife,thriller,"I’m embarrassed, still, by how long it took me to notice. Everything was right there in the open, right there in front of me, but it still took me so long to see the person I had married.

It took me so long to hate him.

Martine is a genetically cloned replica made from Evelyn Caldwell’s award-winning research. She’s patient and gentle and obedient. She’s everything Evelyn swore she’d never be.

And she’s having an affair with Evelyn’s husband.

Now, the cheating bastard is dead, and both Caldwell wives have a mess to clean up.

Good thing Evelyn Caldwell is used to getting her hands dirty. (less)"
3918,Christine,thriller,"Christine est belle, racée, séduisante.

Elle aime les sensations fortes, les virées nocturnes et le rock n'roll des années héroïques. Depuis qu'elle connaît Arnie, elle est amoureuse. Signe particulier : Christine est une Plymouth « Fury », sortie en 1958 des ateliers automobiles de Detroit.

Une seule rivale en travers de sa route : Leigh, la petite amie d'Arnie…
Ce roman légendaire de Stephen King, rythmé par la musique de Chuck Berry et de Janis Joplin, a déjà pris place parmi les classiques de l'épouvante. (less)"
3919,The Other Mrs.,thriller,"Sadie and Will Foust have only just moved their family from bustling Chicago to small-town Maine when their neighbor, Morgan Baines, is found dead in her home. The murder rocks their tiny coastal island, but no one is more shaken than Sadie, who is terrified by the thought of a killer in her very own backyard.

But it’s not just Morgan’s death that has Sadie on edge. It’s their eerie old home, with its decrepit decor and creepy attic, which they inherited from Will’s sister after she died unexpectedly. It’s Will’s disturbed teenage niece Imogen, with her dark and threatening presence. And it’s the troubling past that continues to wear at the seams of their family.

As the eyes of suspicion turn toward the new family in town, Sadie is drawn deeper into the mystery of Morgan’s death. But Sadie must be careful, for the more she discovers about Mrs. Baines, the more she begins to realize just how much she has to lose if the truth ever comes to light. (less)"
3920,The Ice Princess,thriller,"Returning to her hometown of Fjallbacka after the funeral of her parents, writer Erica Falck finds a community on the brink of tragedy. The death of her childhood friend, Alex, is just the beginning. Her wrists slashed, her body frozen in an ice-cold bath, it seems that she has taken her own life.

Erica conceives a book about the beautiful but remote Alex, one that will answer questions about their own shared past. While her interest grows into an obsession, local detective Patrik Hedstrom is following his own suspicions about the case. But it is only when they start working together that the truth begins to emerge about a small town with a deeply disturbing past. (less)"
3921,The Running Man,thriller,"In the year 2025, the best men don't run for president, they run for their lives...

Ben Richards is out of work and out of luck. His eighteen-month-old daughter is sick, and neither Ben nor his wife can afford to take her to a doctor. For a man from the poor side of town with no cash and no hope, there's only one thing to do: become a contestant on one of the Network's Games, shows where you can win more money than you've ever dreamed of - or die trying. Now Ben's going prime-time on the Network's highest-rated viewer participation show. And he's about to become a prey for the masses... (less)"
3922,Disclosure,thriller,"Thomas Sanders' world collapses in just 24 hours - he is passed over for promotion, his new woman boss comes on to him during a drink after work, then, the next morning, he learns that she has accused him of sexually harassing her. She demands his transfer, thereby threatening to cut him off from the millions he would have made when his high-tech company was floated on the stock market.

What follow next made Disclosure the most talked about novel of the decade. (less)"
3923,Dance of Death,thriller,"Two brothers on opposite sides of the law battle it out on the streets of New York in this chill-inducing thriller, a follow-up to BRIMSTONE. — As the previous installment came to a close, vicious dogs and armed men surrounded FBI Special Agent Aloysius Pendergast and his demise seemed certain. Nevertheless, he did leave behind a legacy: a letter for his friend, NYPD Lieutenant Vincent D'Agosta. Its contents ask D'Agosta to assume the responsibility of pursuing Pendergast's younger brother Diogenes, an insane and vengeful genius who has sworn to commit the perfect crime on January 28 -- which is now only one week away. (less)"
3924,The Overnight Guest,thriller,"A woman receives an unexpected visitor during a deadly snowstorm in this chilling thriller from New York Times bestselling author Heather Gudenkauf

She thought she was alone…

True crime writer Wylie Lark doesn’t mind being snowed in at the isolated farmhouse where she’s retreated to write her new book. A cozy fire, complete silence. It would be perfect, if not for the fact that decades earlier, at this very house, two people were murdered in cold blood and a girl disappeared without a trace.

As the storm worsens, Wylie finds herself trapped inside the house, haunted by the secrets contained within its walls—haunted by secrets of her own. Then she discovers a small child in the snow just outside. After bringing the child inside for warmth and safety, she begins to search for answers. But soon it becomes clear that the farmhouse isn’t as isolated as she thought, and someone is willing to do anything to find them. (less)"
3925,Reamde,thriller,"Four decades ago, Richard Forthrast, the black sheep of an Iowa family, fled to a wild and lonely mountainous corner of British Columbia to avoid the draft. Smuggling backpack loads of high-grade marijuana across the border into Northern Idaho, he quickly amassed an enormous and illegal fortune. With plenty of time and money to burn, he became addicted to an online fantasy game in which opposing factions battle for power and treasure in a vast cyber realm. Like many serious gamers, he began routinely purchasing virtual gold pieces and other desirables from Chinese gold farmers—young professional players in Asia who accumulated virtual weapons and armor to sell to busy American and European buyers.

For Richard, the game was the perfect opportunity to launder his aging hundred dollar bills and begin his own high-tech start up—a venture that has morphed into a Fortune 500 computer gaming group, Corporation 9592, with its own super successful online role-playing game, T’Rain. But the line between fantasy and reality becomes dangerously blurred when a young gold farmer accidently triggers a virtual war for dominance—and Richard is caught at the center.

In this edgy, 21st century tale, Neal Stephenson, one of the most ambitious and prophetic writers of our time, returns to the terrain of his cyberpunk masterpieces Snow Crash and Cryptonomicon, leading readers through the looking glass and into the dark heart of imagination. (less)"
3926,The Poet,thriller,"Denver crime-beat reporter Jack McEvoy specializes in violent death. So when his homicide detective brother kills himself, McEvoy copes in the only way he knows how--he decides to write the story. But his research leads him to suspect a serial killer is at work--a devious murderer who's killing cops and leaving a trail of poetic clues. It's the news story of a lifetime, if he can get the story without losing his life. (less)"
3928,Heart-Shaped Box,thriller,"An aging death-metal rock god, Judas Coyne, is a collector of the macabre: a cookbook for cannibals... a used hangman's noose... a snuff film. But nothing he possesses is as unlikely or as dreadful as an item he learns is for sale on the Internet. For a thousand dollars, Jude will become the proud owner of a dead man's suit, said to be haunted by the deceased's restless spirit. Judas has spent a lifetime coping with ghosts - of an abusive father, of the lovers he callously abandoned, of the bandmates he betrayed - so what's one more?

But what UPS delivers to his door in a black heart-shaped box is no imaginary or metaphorical ghost, it's the real thing. And suddenly the suit's previous owner is everywhere - behind the bedroom door... seated in Jude's restored vintage Mustang... staring out from his widescreen TV - dangling a gleaming razor blade on a chain from one hand... (less)"
3929,I Am Watching You,thriller,"Traukinyje Ela Longfild stebi dvi paaugles, flirtuojančias su įtartinais vyrukais, kurie, pasirodo, ką tik išėjo iš kalėjimo. Iš pradžių ketinusi įsikišti ir neleisti merginoms veltis į pavojingą nuotykį, vėliau apsigalvoja.

Kitą dieną išgirsta kraupią žinią: viena iš traukiniu važiavusių merginų – gražioji Ana Belard – dingo. Susikrimtusi Ela kreipiasi į policiją, bet, žinoma, jau per vėlu.

Prabėga metai: mergina vis dar dingusi, du įtartini vyrukai – taip pat. Į Elos pašto dėžutę keliauja keisti gąsdinantys laiškai, o nutylėti faktai sunkiai slegia ir Anos tėvą, ir drauge traukiniu važiavusią Sarą.

Psichologinių trilerių autorė Teresa Driscoll, beveik dvidešimt metų dirbusi televizijos žurnaliste ir rengusi kriminalinių įvykių reportažus, tikroviškai pasakoja merginos dingimo dramą. Meistriškai išdėliotos užuominos verčia vis greičiau bėgti knygos puslapiais ir vis giliau panirti į daugiasluoksnių veikėjų paslaptis. (less)"
3930,Ninth House,thriller,"Galaxy “Alex” Stern is the most unlikely member of Yale’s freshman class. Raised in the Los Angeles hinterlands by a hippie mom, Alex dropped out of school early and into a world of shady drug dealer boyfriends, dead-end jobs, and much, much worse. By age twenty, in fact, she is the sole survivor of a horrific, unsolved multiple homicide. Some might say she’s thrown her life away. But at her hospital bed, Alex is offered a second chance: to attend one of the world’s most elite universities on a full ride. What’s the catch, and why her?

Still searching for answers to this herself, Alex arrives in New Haven tasked by her mysterious benefactors with monitoring the activities of Yale’s secret societies. These eight windowless “tombs” are well-known to be haunts of the future rich and powerful, from high-ranking politicos to Wall Street and Hollywood’s biggest players. But their occult activities are revealed to be more sinister and more extraordinary than any paranoid imagination might conceive. (less)"
3931,The Witch Elm,thriller,"Toby is a happy-go-lucky charmer who's dodged a scrape at work and is celebrating with friends when the night takes a turn that will change his life: he surprises two burglars who beat him and leave him for dead. Struggling to recover from his injuries, beginning to understand that he might never be the same man again, he takes refuge at his family's ancestral home to care for his dying uncle Hugo. Then a skull is found in the trunk of an elm tree in the garden - and as detectives close in, Toby is forced to face the possibility that his past may not be what he has always believed.

The Witch Elm asks what we become, and what we're capable of, when we no longer know who we are. (less)"
3932,Her Every Fear,thriller,"Growing up, Kate Priddy was always a bit neurotic, experiencing momentary bouts of anxiety that exploded into full-blown panic attacks after an ex-boyfriend kidnapped her and nearly ended her life. When Corbin Dell, a distant cousin in Boston, suggests the two temporarily swap apartments, Kate, an art student in London, agrees, hoping that time away in a new place will help her overcome the recent wreckage of her life.

Soon after her arrival at Corbin’s grand apartment on Beacon Hill, Kate makes a shocking discovery: his next-door neighbor, a young woman named Audrey Marshall, has been murdered. When the police question her about Corbin, a shaken Kate has few answers, and many questions of her own—curiosity that intensifies when she meets Alan Cherney, a handsome, quiet tenant who lives across the courtyard, in the apartment facing Audrey’s. Alan saw Corbin surreptitiously come and go from Audrey’s place, yet he’s denied knowing her. Then, Kate runs into a tearful man claiming to be the dead woman’s old boyfriend, who insists Corbin did the deed the night that he left for London.

When she reaches out to her cousin, he proclaims his innocence and calms her nerves--until she comes across disturbing objects hidden in the apartment and accidentally learns that Corbin is not where he says he is. Could Corbin be a killer? What about Alan? Kate finds herself drawn to this appealing man who seems so sincere, yet she isn’t sure. Jet-lagged and emotionally unstable, her imagination full of dark images caused by the terror of her past, Kate can barely trust herself, so how could she take the chance on a stranger she’s just met? (less)"
3933,Five Total Strangers,thriller,"A hitched ride home in a snow storm turns sinister when one of the passengers is plotting for the ride to end in disaster.

When Mira flies home to spend Christmas with her mother in Pittsburgh, a record-breaking blizzard results in a cancelled layover. Desperate to get to her grief-ridden mother in the wake of a family death, Mira hitches a ride with a group of friendly college kids who were on her initial flight.

As the drive progresses and weather conditions become more treacherous, Mira realizes that the four other passengers she's stuck in the car with don't actually know one another.

Soon, they're not just dealing with heavy snowfall and ice-slick roads, but the fact that somebody will stop at nothing to ensure their trip ends in a deadly disaster. (less)"
3934,The Brethren,thriller,"They call themselves the Brethren: three disgraced former judges doing time in a Florida federal prison. One was sent up for tax evasion. Another, for skimming bingo profits. The third for a career-ending drunken joyride.

Meeting daily in the prison law library, taking exercise walks in their boxer shorts, these judges-turned-felons can reminisce about old court cases, dispense a little jailhouse justice, and contemplate where their lives went wrong. Or they can use their time in prison to get very rich—very fast. ... (less)"
3935,What Lies Between Us,thriller,"They say every house has its secrets, and the house that Maggie and Nina have shared for so long is no different. Except that these secrets are not buried in the past.

Every other night, Maggie and Nina have dinner together. When they are finished, Nina helps Maggie back to her room in the attic, and into the heavy chain that keeps her there. Because Maggie has done things to Nina that can’t ever be forgiven, and now she is paying the price.

But there are many things about the past that Nina doesn’t know, and Maggie is going to keep it that way—even if it kills her.

Because in this house, the truth is more dangerous than lies. (less)"
3936,Caught,thriller,"17 year-old Haley McWaid is a good girl, the pride of her suburban New Jersey family, captain of the lacrosse team, headed off to college next year with all the hopes and dreams her doting parents can pin on her. Which is why, when her mother wakes one morning to find that Haley never came home the night before, and three months quickly pass without word from the girl, the community assumes the worst.

Wendy Tynes is a reporter on a mission, to identify and bring down sexual predators via elaborate—and nationally televised—sting operations. Working with local police on her news program Caught in the Act, Wendy and her team have publicly shamed dozens of men by the time she encounters her latest target. Dan Mercer is a social worker known as a friend to troubled teens, but his story soon becomes more complicated than Wendy could have imagined. (less)"
3937,The Hound of the Baskervilles,thriller,"Could the sudden death of Sir Charles Baskerville have been caused by the gigantic ghostly hound that is said to have haunted his family for generations? Arch-rationalist Sherlock Holmes characteristically dismisses the theory as nonsense. And immersed in another case, he sends Watson to Devon to protect the Baskerville heir and observe the suspects close at hand. With its atmospheric setting on the ancient, wild moorland and its savage apparition, The Hound of the Baskervilles is one of the greatest crime novels ever written. Rationalism is pitted against the supernatural, good against evil, as Sherlock Holmes seeks to defeat a foe almost his equal. (less)"
3938,The Chemistry of Death,thriller,"Three years ago, David Hunter moved to rural Norfolk to escape his life in London, his gritty work in forensics, and a tragedy that nearly destroyed him. Working as a simple country doctor, seeing his lost wife and daughter only in his dreams, David struggles to remain uninvolved when the corpse of a woman is found in the woods, a macabre sign from her killer decorating her body. In one horrifying instant, the quiet summer countryside that had been David’s refuge has turned malevolent—and suddenly there is no place to hide.

The village of Manham is tight-knit, far from the beaten path. As a newcomer, Dr. Hunter is immediately a suspect. Once an expert in analyzing human remains, he reluctantly joins the police investigation—and when another woman disappears, it soon becomes personal. Because this time she is someone David knows, someone who has managed to penetrate the icy barrier around his heart. With a killer’s bizarre and twisted methods screaming out to him, with a brooding countryside beset with suspicion, David can feel the darkness gathering around him. For as the clock ticks down on a young woman’s life, David must follow a macabre trail of clues—all the way to its final, horrifying conclusion. (less)"
3939,Later,thriller,"The son of a struggling single mother, Jamie Conklin just wants an ordinary childhood. But Jamie is no ordinary child. Born with an unnatural ability his mom urges him to keep secret, Jamie can see what no one else can see and learn what no one else can learn. But the cost of using this ability is higher than Jamie can imagine - as he discovers when an NYPD detective draws him into the pursuit of a killer who has threatened to strike from beyond the grave.

Later is Stephen King at his finest, a terrifying and touching story of innocence lost and the trials that test our sense of right and wrong. With echoes of King's classic novel It, Later is a powerful, haunting, unforgettable exploration of what it takes to stand up to evil in all the faces it wears. (less)"
3940,The Cheerleaders,thriller,"There are no more cheerleaders in the town of Sunnybrook.

First there was the car accident—two girls gone after hitting a tree on a rainy night. Not long after, the murders happened. Those two girls were killed by the man next door. The police shot him, so no one will ever know why he did it. Monica’s sister was the last cheerleader to die. After her suicide, Sunnybrook High disbanded the cheer squad. No one wanted to be reminded of the girls they lost.

That was five years ago. Now the faculty and students at Sunnybrook High want to remember the lost cheerleaders. But for Monica, it’s not that easy. She just wants to forget. Only, Monica’s world is starting to unravel. There are the letters in her stepdad’s desk, an unearthed, years-old cell phone, a strange new friend at school. . . . Whatever happened five years ago isn’t over. Some people in town know more than they’re saying. And somehow Monica is at the center of it all.

There are no more cheerleaders in Sunnybrook, but that doesn’t mean anyone else is safe. (less)"
3942,Past Tense,thriller,"Jack Reacher plans to follow the autumn sun on an epic road trip across America, from Maine to California. He doesn't get far. On a country road deep in the New England woods, he sees a sign to a place he has never been - the town where his father was born. He thinks, what's one extra day? He takes the detour.

At the very same moment, close by, a car breaks down. Two young Canadians are trying to get to New York City to sell a treasure. They are stranded at a lonely motel in the middle of nowhere. It's a strange place ... but it's all there is.

The next morning in the city clerk's office, Reacher asks about the old family home. He's told no one named Reacher ever lived in that town. He knows his father never went back. Now he wonders, was he ever there in the first place?

So begins another nail-biting, adrenaline-fuelled adventure for Reacher. The present can be tense, but the past can be worse. That's for damn sure. (less)"
3943,The Lions of Lucerne,thriller,"On the snowy Utah slopes, thirty Secret Service agents are viciously executed and the vacationing president of the United States kidnapped, seemingly by the Fatah, a lethal terrorist organization in the Middle East. But Scot Harvath, surviving agent and ex-Navy SEAL, doesn't believe the Fatah is responsible.

A shadowy coalition comprises some of the highest-ranking officials in government and business – men who operate above the law, realize the threat Scot poses to their hidden agenda, and will do anything to stop him. Framed for murder and on the run, Scot takes to the towering mountains of Switzerland with beautiful Claudia Mueller of the Swiss Federal Attorney's Office. They brave subzero temperatures and sheer heights of treacherous Mount Pilatus, and the den of notorious professional killers. (less)"
3944,I Am Not a Serial Killer,thriller,"John Wayne Cleaver is dangerous, and he knows it.

He's spent his life doing his best not to live up to his potential.

He's obsessed with serial killers, but really doesn't want to become one. So for his own sake, and the safety of those around him, he lives by rigid rules he's written for himself, practicing normal life as if it were a private religion that could save him from damnation.

Dead bodies are normal to John. He likes them, actually. They don't demand or expect the empathy he's unable to offer. Perhaps that's what gives him the objectivity to recognize that there's something different about the body the police have just found behind the Wash-n-Dry Laundromat---and to appreciate what that difference means.

Now, for the first time, John has to confront a danger outside himself, a threat he can't control, a menace to everything and everyone he would love, if only he could.

Dan Wells' debut novel is the first volume of a trilogy that will keep you awake and then haunt your dreams.
(less)"
3946,The Mother-in-Law,thriller,"A twisty, compelling novel about one woman's complicated relationship with her mother-in-law that ends in murder...

From the moment Lucy met her husband's mother, Diana, she was kept at arm's length. Diana was exquisitely polite, and properly friendly, but Lucy knew that she was not what Diana envisioned. But who could fault Diana? She was a pillar of the community, an advocate for social justice who helped female refugees assimilate to their new country. Diana was happily married to Tom, and lived in wedded bliss for decades. Lucy wanted so much to please her new mother-in-law.

That was five years ago.

Now, Diana has been found dead, a suicide note near her body. Diana claims that she no longer wanted to live because of a battle with cancer.

But the autopsy finds no cancer.
The autopsy does find traces of poison and suffocation.
Who could possibly want Diana dead?
Why was her will changed at the eleventh hour to disinherit both of her adult children and their spouses?

With Lucy's secrets getting deeper and her relationship with her mother-in-law growing more complex as the pages turn, this new novel from Sally Hepworth is sure to add to her growing legion of fans. (less)"
3948,Jack & Jill,thriller,"In the middle of the night, a controversial U.S. Senator is found murdered in bed in his Georgetown pied-a-terre. The police turn up only one clue: a mysterious rhyme signed 'Jack and Jill' promising that this is just the beginning. The two are out to get the rich and famous. They will stop at nothing until their fiendish plan is carried out.

Meanwhile, Washington, D. C., homicide detective Alex Cross is called to a murder scene only blocks from his house. Far from the corridors of power where he spends his days. The victim: a beautiful little girl, savagely beaten--and deposited in front of the elementary school Cross's son, Damon, attends.

Could there be a connection between the murders? As Cross tries to put the pieces together, the killer - or killers - strike again. And again. No one in Washington is safe - not children, not politicians, not even the President of the United States. Only Cross has the skills and the courage to crack the case, but will he discover the truth in time?

A relentless roller coaster of heart-pounding suspense and jolting plot twists, 'Jack and Jill' proves that no one can write a more compelling thriller than James Patterson--the master of the nonstop nightmare. (less)"
3949,Kisscut,thriller,"Saturday night dates at the skating rink have been a tradition in the small southern town of Heartsdale for as long as anyone can remember, but when a teenage quarrel explodes into a deadly shoot-out, Sara Linton--the town's pediatrician and medical examiner--finds herself entangled in a terrible tragedy.

What seemed at first to be a horrific but individual catastrophe proves to have wider implications. The autopsy reveals evidence of long-term abuse, of ritualistic self -mutilation, but when Sara and police chief Jeffrey Tolliver start to investigate, they are frustrated at every turn.

The children surrounding the victim close ranks. The families turn their backs. Then a young girl is abducted, and it becomes clear that the first death is linked to an even more brutal crime, one far more shocking than anyone could have imagined. Meanwhile, detective Lena Adams, still recovering from her sister's death and her own brutal attack, finds herself drawn to a young man who might hold the answers. But unless Lena, Sara, and Jeffrey can uncover the deadly secrets the children hide, it's going to happen again . . . (less)"
3950,Needful Things,thriller,"Leland Gaunt opens a new shop in Castle Rock called Needful Things. Anyone who enters his store finds the object of his or her lifelong dreams and desires: a prized baseball card, a healing amulet. In addition to a token payment, Gaunt requests that each person perform a little ""deed,"" usually a seemingly innocent prank played on someone else from town. These practical jokes cascade out of control and soon the entire town is doing battle with itself. Only Sheriff Alan Pangborn suspects that Gaunt is behind the population's increasingly violent behavior. (less)"
3951,The Survivors,thriller,"Coming home dredges up deeply buried secrets...

Kieran Elliott's life changed forever on the day a reckless mistake led to devastating consequences.

The guilt that still haunts him resurfaces during a visit with his young family to the small coastal community he once called home.

Kieran's parents are struggling in a town where fortunes are forged by the sea. Between them all is his absent brother, Finn.

When a body is discovered on the beach, long-held secrets threaten to emerge. A sunken wreck, a missing girl, and questions that have never washed away... (less)"
3952,The Thursday Murder Club,thriller,"In a peaceful retirement village, four unlikely friends meet up once a week to investigate unsolved murders.

But when a brutal killing takes place on their very doorstep, the Thursday Murder Club find themselves in the middle of their first live case. Elizabeth, Joyce, Ibrahim and Ron might be pushing eighty but they still have a few tricks up their sleeves.

Can our unorthodox but brilliant gang catch the killer before it's too late? (less)"
3953,The Flight Attendant,thriller,"Cassandra Bowden is no stranger to hungover mornings. She's a binge drinker, her job with the airline making it easy to find adventure, and the occasional blackouts seem to be inevitable. She lives with them, and the accompanying self-loathing. When she awakes in a Dubai hotel room, she tries to piece the previous night back together, already counting the minutes until she has to catch her crew shuttle to the airport. She quietly slides out of bed, careful not to aggravate her already pounding head, and looks at the man she spent the night with. She sees his dark hair. His utter stillness. And blood, a slick, still wet pool on the crisp white sheets. Afraid to call the police—she's a single woman alone in a hotel room far from home—Cassie begins to lie. She lies as she joins the other flight attendants and pilots in the van. She lies on the way to Paris as she works the first class cabin. She lies to the FBI agents in New York who meet her at the gate. Soon it's too late to come clean—or face the truth about what really happened back in Dubai. Could she have killed him? If not, who did? (less)"
3954,Naked in Death,thriller,"Here is the novel that started it all- the first book in J.D. Robb's number-one New York Times-bestselling In Death series, featuring New York homicide detective Lieutenant Eve Dallas and Roarke.

It is the year 2058, and technology now completely rules the world. But New York City Detective Eve Dallas knows that the irresistible impulses of the human heart are still ruled by just one thing: passion.

When a senator's daughter is killed, the secret life of prostitution she'd been leading is revealed. The high-profile case takes Lieutenant Eve Dallas into the rarefied circles of Washington politics and society. Further complicating matters is Eve's growing attraction to Roarke, who is one of the wealthiest and most influential men on the planet, devilishly handsome... and the leading suspect in the investigation. (less)"
3955,Live and Let Die,thriller,"How this for an evocative passage from the second Bond novel?

""Her hair was black and fell to her shoulders. She had high cheekbones and a sensual mouth, and wore a dress of white silk. Her eyes were blue, alight and disdainful, but, as they gazed into his with a touch of humour, Bond realized that they contained a message. Solitaire watched his eyes on her and nonchalantly drew her forearms together so that the valley between her breasts deepened. The message was unmistakable.""

The beautiful, fortune-telling Solitaire is the prisoner (and criminal tool) of Mr Big - master of fear, artist in crime, and Voodoo Baron of Death. James Bond has no time for superstition, he knows that this criminal heavy hitter is also a top SMERSH operative and a real threat to international security. More than that, after tracking him through the jazz joints of Harlem to the everglades in Florida, and on to the Caribbean, 007 realizes that Big is one of the most dangerous men that he has ever faced. And no-one, not even the mysterious Solitaire, can be sure how their battle of wills is going to end… (less)"
3956,Confessions on the 7:45,thriller,"From master of suspense Lisa Unger comes a riveting thriller about a chance encounter that unravels a stunning web of lies.

Selena Murphy is commuting home on the train when she strikes up a conversation with a beautiful stranger in the next seat. The woman introduces herself as Martha and soon confesses that she’s been stuck in an affair with her boss. Selena, in turn, confesses that she suspects her husband is sleeping with the nanny. When the train arrives at Selena’s station, the two women part ways, presumably never to meet again.

Then the nanny disappears.

As Selena is pulled into the mystery of what happened, and as the fractures in her marriage grow deeper, she begins to wonder, who was Martha really? But she is hardly prepared for what she’ll discover… (less)"
3957,You Will Know Me,thriller,"Katie and Eric Knox have dedicated their lives to their fifteen-year-old daughter Devon, a gymnastics prodigy and Olympic hopeful. But when a violent death rocks their close-knit gymnastics community just weeks before an all-important competition, everything the Knoxes have worked so hard for feels suddenly at risk. As rumors swirl among the other parents, revealing hidden plots and allegiances, Katie tries frantically to hold her family together while also finding herself drawn, irresistibly, to the crime itself, and the dark corners it threatens to illuminate. From a writer with ""exceptional gifts for making nerves jangle and skin crawl,"" (Janet Maslin) You Will Know Me is a breathless rollercoaster of a novel about the desperate limits of desire, jealousy, and ambition. (less)"
3958,My Sister's Grave,thriller,"Tracy Crosswhite has spent twenty years questioning the facts surrounding her sister Sarah’s disappearance and the murder trial that followed. She doesn’t believe that Edmund House — a convicted rapist and the man condemned for Sarah’s murder — is the guilty party. Motivated by the opportunity to obtain real justice, Tracy became a homicide detective with the Seattle PD and dedicated her life to tracking down killers.

When Sarah’s remains are finally discovered near their hometown in the northern Cascade mountains of Washington State, Tracy is determined to get the answers she’s been seeking. As she searches for the real killer, she unearths dark, long-kept secrets that will forever change her relationship to her past — and open the door to deadly danger. (less)"
3960,The Sinner,thriller,"Not even the icy temperatures of a typical New England winter can match the bone-chilling scene of carnage discovered at the chapel of Our Lady of Divine Light. Within the cloistered convent lie two nuns–one dead, one critically injured–victims of an unspeakably savage attacker. The brutal crime appears to be without motive, but medical examiner Maura Isles’s autopsy of the dead woman yields a shocking surprise: Twenty-year-old Sister Camille gave birth before she was murdered. Then another body is found, mutilated beyond recognition. Together, Isles and homicide detective Jane Rizzoli uncover an ancient horror that connects these terrible slaughters. As long-buried secrets come to light, Maura Isles finds herself drawn inexorably toward the heart of an investigation that strikes close to home–and toward a dawning revelation about the killer’s identity too shattering to consider. (less)"
3961,What She Knew,thriller,"Rachel Jenner is walking in a Bristol park with her eight-year-old son, Ben, when he asks if he can run ahead. It’s an ordinary request on an ordinary Sunday afternoon, and Rachel has no reason to worry—until Ben vanishes.

Police are called, search parties go out, and Rachel, already insecure after her recent divorce, feels herself coming undone. As hours and then days pass without a sign of Ben, everyone who knew him is called into question, from Rachel’s newly married ex-husband to her mother-of-the-year sister. Inevitably, media attention focuses on Rachel too, and the public’s attitude toward her begins to shift from sympathy to suspicion. 

As she desperately pieces together the threadbare clues, Rachel realizes that the greatest dangers may lie not in the anonymous strangers of every parent’s nightmares, but behind the familiar smiles of those she trusts the most.

Where is Ben? The clock is ticking... (less)"
3962,Daemon,thriller,"A high-tech thriller for the wireless age that explores the unthinkable consequences of a computer program running without human control—a daemon—designed to dismantle society and bring about a new world order

Technology controls almost everything in our modern-day world, from remote entry on our cars to access to our homes, from the flight controls of our airplanes to the movements of the entire world economy. Thousands of autonomous computer programs, or daemons, make our networked world possible, running constantly in the background of our lives, trafficking e-mail, transferring money, and monitoring power grids. For the most part, daemons are benign, but the same can't always be said for the people who design them.

Matthew Sobol was a legendary computer game designer—the architect behind half-a-dozen popular online games. His premature death depressed both gamers and his company's stock price. But Sobol's fans aren't the only ones to note his passing. When his obituary is posted online, a previously dormant daemon activates, initiating a chain of events intended to unravel the fabric of our hyper-efficient, interconnected world. With Sobol's secrets buried along with him, and as new layers of his daemon are unleashed at every turn, it's up to an unlikely alliance to decipher his intricate plans and wrest the world from the grasp of a nameless, faceless enemy—or learn to live in a society in which we are no longer in control. . . .

Computer technology expert Daniel Suarez blends haunting high-tech realism with gripping suspense in an authentic, complex thriller in the tradition of Michael Crichton, Neal Stephenson, and William Gibson. (less)"
3963,My Dark Vanessa,thriller,"Exploring the psychological dynamics of the relationship between a precocious yet naïve teenage girl and her magnetic and manipulative teacher, a brilliant, all-consuming read that marks the explosive debut of an extraordinary new writer.

2000. Bright, ambitious, and yearning for adulthood, fifteen-year-old Vanessa Wye becomes entangled in an affair with Jacob Strane, her magnetic and guileful forty-two-year-old English teacher.

2017. Amid the rising wave of allegations against powerful men, a reckoning is coming due. Strane has been accused of sexual abuse by a former student, who reaches out to Vanessa, and now Vanessa suddenly finds herself facing an impossible choice: remain silent, firm in the belief that her teenage self willingly engaged in this relationship, or redefine herself and the events of her past. But how can Vanessa reject her first love, the man who fundamentally transformed her and has been a persistent presence in her life? Is it possible that the man she loved as a teenager—and who professed to worship only her—may be far different from what she has always believed?

Alternating between Vanessa’s present and her past, My Dark Vanessa juxtaposes memory and trauma with the breathless excitement of a teenage girl discovering the power her own body can wield. Thought-provoking and impossible to put down, this is a masterful portrayal of troubled adolescence and its repercussions that raises vital questions about agency, consent, complicity, and victimhood. Written with the haunting intimacy of The Girls and the creeping intensity of Room, My Dark Vanessa is an era-defining novel that brilliantly captures and reflects the shifting cultural mores transforming our relationships and society itself. (less)"
