Title,Description,Genres1
Go Tell It on the Mountain,"Go Tell It On The Mountain, first published in 1953, is Baldwin's first major work, a semi-autobiographical novel that has established itself as an American classic. With lyrical precision, psychological directness, resonating symbolic power, and a rage that is at once unrelenting and compassionate, Baldwin chronicles a fourteen-year-old boy's discovery of the terms of his identity as the stepson of the minister of a storefront Pentecostal church in Harlem one Saturday in March of 1935. Baldwin's rendering of his protagonist's spiritual, sexual, and moral struggle of self-invention opened new possibilities in the American language and in the way Americans understand themselves.",Fiction
West with the Night,"This night and westb Beril Markham, the boldest and most fascinating woman of the 20th century        "" The real story of Beryl Markham, a challenge and adventure. After publishing in 1942, a Korean version of the classic ""West with the Night"" has been published. It communicates with the nature of Africa, and it has over 30 years of life of a woman who lived only according to the inner voice without regard to the limits of sex, age, environment and customs. This book, which has been rated as one of the most beautiful paintings of Africa and has been in the ""No.1 of Amazon Travel Essays"" for a long time, has been reproduced in its original and original version through Han Yoo Joo novelists refined and detailed translation. Ernest Hemingway looked at the book and said, ""I wrote it very well. No, it is a well written book. I felt shame as a writer. "" Despite being the first book and the only author, excellent descriptive power and lyrical style make you feel like you are traveling in a clear Nairobi sky and a stormy flight.   Rice Straws Curious legs of curious legs on the brimmed hair Until a normal girl with a fuller look was a strong woman, and hunted by mens sanctuary at the time, tied horses to horse races, Until I became the first person to fly alone ... . Beryl Markham releases a memorable note in a preliminarily tangible way of showing off a dangerous and dynamic journey.   Her wild and romantic 20th-century African landmark, In insights into words, thoughts, and human emotions, there is an endless love and effort toward his life as well as a strong vitality of the grass.",Nonfiction
My Name Is Asher Lev,"This is a previously-published edition of ISBN 9781400031047.Asher Lev is a Ladover Hasid who keeps kosher, prays three times a day, and believes in the Ribbono Shel Olom, the Master of the Universe. Asher Lev is an artist who is compulsively driven to render the world he sees and feels, even when it leads him to blasphemy. In this stirring and often visionary novel, Chaim Potok traces AsherÃ¢â¬â¢s passage between these two identities, the one consecrated to God, the other subject only to the imagination.Asher Lev grows up in a cloistered Hasidic community in postwar Brooklyn, a world suffused by ritual and revolving around a charismatic Rebbe. But in time, his gift threatens to estrange him from that world and the parents he adores. As it follows his struggle, My Name Is Asher Lev becomes a luminous portrait of the artist, by turns heartbreaking and exultant, a modern classic.",Fiction
The Invitation,"Visionary author Oriah Mountain Dreamer brings to life the wisdom of her beloved invitation, which has touched hearts everywhere with its fresh and spirited call to live life more deeply, honestly, and well.Like the inspirations for Robert FulghumÃ¢â¬Â²s All I Really Need to Know I learned in Kindergarten, Cherie Carter-ScottÃ¢â¬Â²s If Life Is a Game, These are the Rules, and Margaret Fishback PowerÃ¢â¬Â²s Footprints, the poem that sparked The Invitation has been embraced around the world, passed along by thousands who have discovered and treasured its message. In this lovely gift book the author speaks from the heart, reflecting on everything from desire to betrayal and offering practical - and often surprising - suggestions for how to live the ecstasy of everyday life, learn to recognise true beauty in ourselves and the world around us, and how to find the sustenance that our spirit longs for.The poem Invitation has been recited and quoted at countless spiritual conferences, and on network radio by Robert Bly, Jack Kornfield, Angeles Arrien, and many other spiritual leaders.From the Invitation:ÃÂ´ doesnÃ¢â¬Â²t interest me what you do for a living. I want to know what you ache for, and if you dare to dream of meeting your heartÃ¢â¬Â²s longing.It doesnÃ¢â¬Â²t interest me how old you are. I want to know if you will risk looking like a fool for love, for your dream, for the adventure of being alive ...Ã¢â¬Â²",Nonfiction
The Cross in the Closet,"Timothy Kurek, raised within the confines of a strict, conservative Christian denomination in the Bible Belt, Nashville, Tennessee, was taught the gospel of separation from a young age. But it wasnÃ¢â¬â¢t long before TimothyÃ¢â¬â¢s path and the outside world converged when a friend came out as a lesbian, and revealed she had been excommunicated by her family.Distraught and overcome with questions and doubts about his religious upbringing, Timothy decided the only way to empathize and understand her pain was to walk in the shoes of very people he had been taught to shun. He decided to come out as a gay man to everyone in his life, and to see for himself how the label of gay would impact his life.In the tradition of Black Like Me, The Cross in the Closet is a story about people, a story about faith, and about one manÃ¢â¬â¢s Ã¢â¬ÅabominableÃ¢â¬Â quest to find Jesus in the margins.",Nonfiction
How Will You Measure Your Life?,"In 2010 world-renowned innovation expert Clayton M. Christensen gave a powerful speech to the Harvard Business School's graduating class. Drawing upon his business research, he offered a series of guidelines for finding meaning and happiness in life. He used examples from his own experiences to explain how high achievers can all too often fall into traps that lead to unhappiness.The speech was memorable not only because it was deeply revealing but also because it came at a time of intense personal reflection: Christensen had just overcome the same type of cancer that had taken his father's life. As Christensen struggled with the disease, the question ""How do you measure your life?"" became more urgent and poignant, and he began to share his insights more widely with family, friends, and students.In this groundbreaking book, Christensen puts forth a series of questions: How can I be sure that I'll find satisfaction in my career? How can I be sure that my personal relationships become enduring sources of happiness? How can I avoid compromising my integrityÃ¢â¬âand stay out of jail? Using lessons from some of the world's greatest businesses, he provides incredible insights into these challenging questions.How Will You Measure Your Life? is full of inspiration and wisdom, and will help students, midcareer professionals, and parents alike forge their own paths to fulfillment.",Nonfiction
My Grandmother Asked Me to Tell You She's Sorry,"A charming, warmhearted novel from the author of the New York Times bestseller A Man Called Ove.Elsa is seven years old and different. Her grandmother is seventy-seven years old and crazyÃ¢â¬âas in standing-on-the-balcony-firing-paintball-guns-at-strangers crazy. She is also ElsaÃ¢â¬â¢s best, and only, friend. At night Elsa takes refuge in her grandmotherÃ¢â¬â¢s stories, in the Land-of-Almost-Awake and the Kingdom of Miamas, where everybody is different and nobody needs to be normal.When ElsaÃ¢â¬â¢s grandmother dies and leaves behind a series of letters apologizing to people she has wronged, ElsaÃ¢â¬â¢s greatest adventure begins. Her grandmotherÃ¢â¬â¢s instructions lead her to an apartment building full of drunks, monsters, attack dogs, and old crones but also to the truth about fairy tales and kingdoms and a grandmother like no other.My Grandmother Asked Me to Tell You SheÃ¢â¬â¢s Sorry is told with the same comic accuracy and beating heart as Fredrik BackmanÃ¢â¬â¢s bestselling debut novel, A Man Called Ove. It is a story about life and death and one of the most important human rights: the right to be different.",Fiction
Saving Fish from Drowning,"San Francisco art patron Bibi Chen has planned a journey of the senses along the famed Burma Road for eleven lucky friends. But after her mysterious death, Bibi watches aghast from her ghostly perch as the travelers veer off her itinerary and embark on a trail paved with cultural gaffes and tribal curses, Buddhist illusions and romantic desires. On Christmas morning, the tourists cruise across a misty lake and disappear.With picaresque characters and mesmerizing imagery, Saving Fish from Drowning gives us a voice as idiosyncratic, sharp, and affectionate as the mothers of The Joy Luck Club. Bibi is the observant eye of human natureÃ¢â¬âthe witness of good intentions and bad outcomes, of desperate souls and those who wish to save them. In the end, Tan takes her readers to that place in their own heart where hope is found.",Fiction
Can't Hurt Me: Master Your Mind and Defy the Odds,"For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline,  mental toughness,  and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a U.S. Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him ""The Fittest (Real) Man in America.""In Can't Hurt Me, he shares his astonishing life story and reveals that most of us tap into only 40% of our capabilities. Goggins calls this The 40% Rule, and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential.",Nonfiction
"A Child Called ""It"" (Dave Pelzer, #1)","Also see: Alternate Cover Editions for this ISBN [ACE]  
ACE #1
This book chronicles the unforgettable account of one of the most severe child abuse cases in California history. It is the story of Dave Pelzer, who was brutally beaten and starved by his emotionally unstable, alcoholic mother: a mother who played tortuous, unpredictable gamesÃ¢â¬âgames that left him nearly dead. He had to learn how to play his mother's games in order to survive because she no longer considered him a son, but a slave; and no longer a boy, but an ""it."" Dave's bed was an old army cot in the basement, and his clothes were torn and raunchy. When his mother allowed him the luxury of food, it was nothing more than spoiled scraps that even the dogs refused to eat. The outside world knew nothing of his living nightmare. He had nothing or no one to turn to, but his dreams kept him aliveÃ¢â¬âdreams of someone taking care of him, loving him and calling him their son.",Nonfiction
Our Choice: A Plan to Solve the Climate Crisis,"A co-recipient of the Nobel Peace Prize in 2007 for his environmental work, Vice President Al Gore illuminates the real solutions to the climate crisis and describes a comprehensive global strategy to implement them urgently.Our Choice will pick up where An Inconvenient Truth left off and provide a blueprint for solving the global climate crisis and drawing on Mr. Gore's 40 years of experience as a student, policymaker, author, filmmaker, entrepreneur, and activist.Our Choice is an inspiring call to action for those ready to fight for solutions that really workÃ¢â¬âincluding some bold initiatives that were deemed impossible only a short time ago but are now gaining support around the world. Since the publication of the New York Times bestseller An Inconvenient Truth, Mr. Gore has led more than 30 ""Solutions Summits"" with top scientists, engineers, and policy experts to examine every solution to the climate crisis in depth and detail. Our Choice draws on conclusions developed through those summits as well as on extensive independent research, describing how the bold choices necessary to save the earth's climate should also be the foundations of policies worldwide to create new jobs and stimulate sustainable economic progress.",Nonfiction
My Name Is Lucy Barton,"Lucy Barton is recovering slowly from what should have been a simple operation. Her mother, to whom she hasn't spoken for many years, comes to see her. Her unexpected visit forces Lucy to confront the tension and longing that have informed every aspect of her life: her impoverished childhood in Amgash, Illinois, her escape to New York and her desire to become a writer, her faltering marriage, her love for her two daughters.Knitting this powerful narrative together is the brilliant storytelling voice of Lucy herself: keenly observant, deeply human, and truly unforgettable. In My Name Is Lucy Barton, one of America's finest writers shows how a simple hospital visit illuminates the most tender relationship of all-the one between mother and daughter.",Fiction
Between the World and Me,"Ã¢â¬ÅThis is your country, this is your world, this is your body, and you must find some way to live within the all of it.Ã¢â¬ÂÃÂ In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nationÃ¢â¬â¢s history and current crisis. Americans have built an empire on the idea of Ã¢â¬Årace,Ã¢â¬Â a falsehood that damages us all but falls most heavily on the bodies of black women and menÃ¢â¬âbodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden? ÃÂ Between the World and Me is Ta-Nehisi CoatesÃ¢â¬â¢s attempt to answer these questions in a letter to his adolescent son. Coates shares with his sonÃ¢â¬âand readersÃ¢â¬âthe story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose childrenÃ¢â¬â¢s lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.",Nonfiction
"The Path of Daggers (The Wheel of Time, #8)","The Seanchan invasion force is in possession of Ebou Dar. Nynaeve, Elayne, and Aviendha head for Caemlyn and Elayne's rightful throne, but on the way they discover an enemy much worse than the Seanchan.In Illian, Rand vows to throw the Seanchan back as he did once before. But signs of madness are appearing among the Asha'man.In Ghealdan, Perrin faces the intrigues of Whitecloaks, Seanchan invaders, the scattered Shaido Aiel, and the Prophet himself. Perrin's beloved wife, Faile, may pay with her life, and Perrin himself may have to destroy his soul to save her.Meanwhile the rebel Aes Sedai under their young Amyrlin, Egwene al'Vere, face an army that intends to keep them away from the White Tower. But Egwene is determined to unseat the usurper Elaida and reunite the Aes Sedai. She does not yet understand the price that othersÃ¢â¬âand she herselfÃ¢â¬âwill pay.",Fantasy
Any Human Heart,"Logan Gonzago Mountstuart, writer, was born in 1906, and died of a heart attack on October 5, 1991, aged 85. William Boyd's novel Any Human Heart is his disjointed autobiography, a massive tome chronicling ""my personal rollercoaster""--or rather, ""not so much a rollercoaster"", but a yo-yo, ""a jerking spinning toy in the hands of a maladroit child."" From his early childhood in Montevideo, son of an English corned beef executive and his Uraguayan secretary, through his years at a Norfolk public school and Oxford, Mountstuart traces his haphazard development as a writer. Early and easy success is succeeded by a long half-century of mediocrity, disappointments and setbacks, both personal and professional, leading him to multiple failed marriages, internment, alcoholism, and abject poverty.Mountstuart's sorry tale is also the story of a British way of life in inexorable decline, as his journey takes in the Bloomsbury set, the General Strike, the Spanish Civil War, 1930s Americans in Paris, wartime espionage, New York avant garde art, even the Baader-Meinhof gang--all with a stellar supporting cast. The most sustained and best moment comes mid-book, as Mountstuart gets caught up in one of Britain's murkier wartime secrets, in the company of the here truly despicable Duke and Duchess of Windsor. Elsewhere Boyd occasionally misplaces his tongue too obviously in his cheek--the Wall Street Crash is trailed with truly crashing inelegance--but overall Any Human Heart is a witty, inventive and ultimately moving novel. Boyd succeeds in conjuring not only a compelling 20th century but also, in the hapless Logan Mountstuart, an anti-hero who achieves something approaching passive greatness. --Alan Stewart, Amazon.co.uk",Fiction
Deep Work: Rules for Focused Success in a Distracted World,"One of the most valuable skills in our economy is becoming increasingly rare. If you master this skill, you'll achieve extraordinary results.Deep work is the ability to focus without distraction on a cognitively demanding task. It's a skill that allows you to quickly master complicated information and produce better results in less time. Deep work will make you better at what you do and provide the sense of true fulfillment that comes from craftsmanship. In short, deep work is like a super power in our increasingly competitive twenty-first century economy. And yet, most people have lost the ability to go deep-spending their days instead in a frantic blur of e-mail and social media, not even realizing there's a better way.In Deep Work, author and professor Cal Newport flips the narrative on impact in a connected age. Instead of arguing distraction is bad, he instead celebrates the power of its opposite. Dividing this book into two parts, he first makes the case that in almost any profession, cultivating a deep work ethic will produce massive benefits. He then presents a rigorous training regimen, presented as a series of four ""rules,"" for transforming your mind and habits to support this skill.A mix of cultural criticism and actionable advice, Deep Work takes the reader on a journey through memorable stories-from Carl Jung building a stone tower in the woods to focus his mind, to a social media pioneer buying a round-trip business class ticket to Tokyo to write a book free from distraction in the air-and no-nonsense advice, such as the claim that most serious professionals should quit social media and that you should practice being bored. Deep Work is an indispensable guide to anyone seeking focused success in a distracted world.",Nonfiction
Going Green Without Going Broke,"If you have ever picked up a book on going green, you most likely put it back down after a quick glance. They all seem to have the same problem; these books are made for people with money! Buy solar panels, get a wind turbine, go geothermal, new insulation and such. These things cost a lot of time and money. Going Green Without Going Broke was written for those of us who have limited resources. You may have some money set off to the side, or you may not. Either way, this book is for you. The suggestions in this book range in cost from FREE to about $80. Between these covers you will find 25 ways to go green without emptying your wallet. Most of them will even put a little green back in! We have heard for years that it's greener and cheaper to make it yourself. Is it really? I have done studies on that very thing so you can make an informed decision rather than the expensive trial and error method. Minimal impact on your wallet, minimal impact on your lifestyle; BIG impact on the environment.",Nonfiction
Nobody Move,"From the National Book AwardÃ¢â¬âwinning, bestselling author of Tree of Smoke comes a provocative thriller set in the American West. Nobody Move, which first appeared in the pages of Playboy, is the story of an assortment of lowlifes in Bakersfield, California, and their cat-and-mouse game over $2.3 million. Touched by echoes of Raymond Chandler and Dashiell Hammett, Nobody Move is at once an homage to and a variation on literary form. It salutes one of our most enduring and popular genresÃ¢â¬âthe American crime novelÃ¢â¬âbut with a grisly humor and outrageousness that are Denis JohnsonÃ¢â¬â¢s own. Sexy, suspenseful, and above all entertaining, Nobody Move shows one of our greatest novelists at his versatile best.",Fiction
But What If We're Wrong? Thinking About the Present As If It Were the Past,"We live in a culture of casual certitude. This has always been the case, no matter how often that certainty has failed. Though no generation believes thereÃ¢â¬â¢s nothing left to learn, every generation unconsciously assumes that what has already been defined and accepted is (probably) pretty close to how reality will be viewed in perpetuity. And then, of course, time passes. Ideas shift. Opinions invert. What once seemed reasonable eventually becomes absurd, replaced by modern perspectives that feel even more irrefutable and secureÃ¢â¬âuntil, of course, they donÃ¢â¬â¢t.But What If WeÃ¢â¬â¢re Wrong? visualizes the contemporary world as it will appear to those who'll perceive it as the distant past. Chuck Klosterman asks questions that are profound in their simplicity: How certain are we about our understanding of gravity? How certain are we about our understanding of time? What will be the defining memory of rock music, five hundred years from today? How seriously should we view the content of our dreams? How seriously should we view the content of television? Are all sports destined for extinction? Is it possible that the greatest artist of our era is currently unknown (orÃ¢â¬âweirder stillÃ¢â¬âwidely known, but entirely disrespected)? Is it possible that we Ã¢â¬ÅoverrateÃ¢â¬Â democracy? And perhaps most disturbing, is it possible that weÃ¢â¬â¢ve reached the end of knowledge?Kinetically slingshotting through a broad spectrum of objective and subjective problems, But What If WeÃ¢â¬â¢re Wrong? is built on interviews with a variety of creative thinkersÃ¢â¬âGeorge Saunders, David Byrne, Jonathan Lethem, Kathryn Schulz, Neil deGrasse Tyson, Brian Greene, Junot DÃÂ­az, Amanda Petrusich, Ryan Adams, Nick Bostrom, Dan Carlin, and Richard Linklater, among othersÃ¢â¬âinterwoven with the type of high-wire humor and nontraditional analysis only Klosterman would dare to attempt. ItÃ¢â¬â¢s a seemingly impossible achievement: a book about the things we cannot know, explained as if we did. ItÃ¢â¬â¢s about how we live now, once Ã¢â¬ÅnowÃ¢â¬Â has become Ã¢â¬Åthen.Ã¢â¬Â",Nonfiction
The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do (A No F*cks Given Guide),"The Life-Changing Magic of Tidying Up explains how to rid yourself of unwanted obligations, shame, and guilt--and give your f*cks instead to people and things that make you happy. The easy-to-use, two-step NotSorry Method for mental decluttering will help you unleash the power of not giving a f*ck about: Family dramaHaving a ""bikini body""IcelandCo-workers' opinions, pets, and childrenAnd other bullsh*t! And it will free you to spend your time, energy, and money on the things that really matter. So what are you waiting for? Stop giving a f*ck and start living your best life today!",Nonfiction
Before the Fall,"From the Emmy, PEN, Peabody, Critics' Choice, and Golden Globe Award-winning creator of the TV show Fargo comes the thriller of the year.On a foggy summer night, 11 people - 10 privileged, one down-on-his-luck painter - depart Martha's Vineyard on a private jet headed for New York. Sixteen minutes later the unthinkable happens: The plane plunges into the ocean. The only survivors are Scott Burroughs - the painter - and a four-year-old boy who is now the last remaining member of an immensely wealthy and powerful media mogul's family. With chapters weaving between the aftermath of the crash and the backstories of the passengers and crew members - including a Wall Street titan and his wife, a Texan-born party boy just in from London, a young woman questioning her path in life, and a career pilot - the mystery surrounding the tragedy heightens. As the passengers' intrigues unravel, odd coincidences point to a conspiracy. Was it merely by dumb chance that so many influential people perished? Or was something far more sinister at work? Events soon threaten to spiral out of control in an escalating storm of media outrage and accusations. And while Scott struggles to cope with fame that borders on notoriety, the authorities scramble to salvage the truth from the wreckage. Amid pulse-quickening suspense, the fragile relationship between Scott and the young boy glows at the heart of this stunning novel, raising questions of fate, human nature, and the inextricable ties that bind us together.",Fiction
Have a Little Faith: a True Story,"In Have a Little Faith, Mitch Albom offers a beautifully written story of a remarkable eight-year journey between two worlds--two men, two faiths, two communities--that will inspire readers everywhere.Albom's first nonfiction book since Tuesdays with Morrie, Have a Little Faith begins with an unusual request: an eighty-two-year-old rabbi from Albom's old hometown asks him to deliver his eulogy. Feeling unworthy, Albom insists on understanding the man better, which throws him back into a world of faith he'd left years ago. Meanwhile, closer to his current home, Albom becomes involved with a Detroit pastor--a reformed drug dealer and convict--who preaches to the poor and homeless in a decaying church with a hole in its roof. Moving between their worlds, Christian and Jewish, African-American and white, impoverished and well-to-do, Albom observes how these very different men employ faith similarly in fighting for survival: the older, suburban rabbi embracing it as death approaches; the younger, inner-city pastor relying on it to keep himself and his church afloat.As America struggles with hard times and people turn more to their beliefs, Albom and the two men of God explore issues that perplex modern man: how to endure when difficult things happen; what heaven is; intermarriage; forgiveness; doubting God; and the importance of faith in trying times. Although the texts, prayers, and histories are different, Albom begins to recognize a striking unity between the two worlds--and indeed, between beliefs everywhere.In the end, as the rabbi nears death and a harsh winter threatens the pastor's wobbly church, Albom sadly fulfills the rabbi's last request and writes the eulogy. And he finally understands what both men had been teaching all along: the profound comfort of believing in something bigger than yourself.Have a Little Faith is a book about a life's purpose; about losing belief and finding it again; about the divine spark inside us all. It is one man's journey, but it is everyone's story.  Ten percent of the profits from this book will go to charity, including The Hole In The Roof Foundation, which helps refurbish places of worship that aid the homeless.",Nonfiction
"The Unwanteds (Unwanteds, #1)","When Alex finds out he is Unwanted, he expects to die. That is the way of the people of Quill. Each year, all the thirteen-year-olds are labeled as Wanted, Necessary, or Unwanted. Wanteds get more schooling and train to join the Quillitary. Necessaries keep the farms running. Unwanteds are set for elimination. ItÃ¢â¬â¢s hard for Alex to leave behind his twin, Aaron, a Wanted, but he makes peace with his fateÃ¢â¬âuntil he discovers that instead of a Ã¢â¬Ådeath farm,Ã¢â¬Â what awaits him is a magical place called ArtimÃÂ©. There, Alex and his fellow Unwanteds are encouraged to cultivate their creative abilities and use them magically. Everything Alex has ever known changes before his eyes, and itÃ¢â¬â¢s a wondrous transformation. But itÃ¢â¬â¢s a rare, unique occurrence for twins to be divided between Wanted and Unwanted, and as Alex and Aaron's bond stretches across their separation, a threat arises for the survival of Artim that will pit brother against brother in an ultimate magical battle.",Fantasy
Get Your Sh*t Together: How to Stop Worrying About What You Should Do So You Can Finish What You Need to Do and Start Doing What You Want to Do (A No F*cks Given Guide),"the no-f*cks-given, no-holds-barred guide to living your best life

Do you ever find yourself snowed under at the office, or even just glued to the couch, when you really want to leave on time (for once), get to the gym (at last), and finally start that fun project you're always putting off?You've really got to 
Get Your Sh*t Together.




In The Life-Changing Magic of Not Giving a F*ck, ""anti-guru"" Sarah knight liberated you from shame, guilt, and obligations. But what about all the sh*t you do give a f*ck about-like your career, health, relationships, and bank account?Now, Sarah's back with more hilarious advice to make life easier and better. Whether your dream is to quit your day job and buy a food truck, pay off your debt, or just spend more time with your cat, Sarah cuts through the bullsh*t cycle of self-sabotage to show you how to be happy.You'll learn:Three simple tools for getting (and keeping) your sh*t togetherThe Power of Negative ThinkingHow to balance work and fun-and save money while you're at itWays to manage anxietyAnd tons of other awesome sh*t!Soon you'll be setting real goals, crushing them, and getting out the door for happy hour-every damn day.Praise for Sarah Knight""Genius."" - Cosmopolitan""Self-help to swear by."" - The Boston Globe""Hilarious [and] truly practical."" - Booklist",Nonfiction
Save Yourself,"Save Yourself has the narrative flair of Gillian Flynn and Adam Ross, the scruffy appeal of Donald Ray Pollock, and the addictiveness of Breaking Bad.Patrick Cusimano is in a bad way. His father is in jail, he works the midnight shift at a grubby convenience store, and his brother's girlfriend, Caro, has taken their friendship to an uncomfortable new level. On top of all that, he can't quite shake the attentions of Layla Elshere, a goth teenager who befriends Patrick for reasons he doesn't understand and doesn't fully trust. The temptations these two women offer are pushing him to his breaking point.Meanwhile, Layla's little sister, Verna, is suffering through her first year of high school. She's become a prime target for her cruel classmates, not just because of her strange name and her fundamentalist parents: Layla's bad-girl rep proves to be too huge a shadow for Verna, so she falls in with her sister's circle of outcasts and misfits whose world is far darker than she ever imagined.Kelly Braffet's characters, indelibly portrayed and richly varied, are all on their own twisted paths to finding peace. The result is a novel of unnerving power-darkly compelling, addictively written, and shockingly honest.",Fiction
Born Standing Up: A Comic's Life,"In the midseventies, Steve Martin exploded onto the comedy scene. By 1978 he was the biggest concert draw in the history of stand-up. In 1981 he quit forever. This book is, in his own words, the story of ""why I did stand-up and why I walked away."" Emmy and Grammy Award winner, author of the acclaimed New York Times bestsellers Shopgirl and The Pleasure of My Company, and a regular contributor to The New Yorker, Martin has always been a writer. His memoir of his years in stand-up is candid, spectacularly amusing, and beautifully written. At age ten Martin started his career at Disneyland, selling guidebooks in the newly opened theme park. In the decade that followed, he worked in the Disney magic shop and the Bird Cage Theatre at Knott's Berry Farm, performing his first magic/comedy act a dozen times a week. The story of these years, during which he practiced and honed his craft, is moving and revelatory. The dedication to excellence and innovation is formed at an astonishingly early age and never wavers or wanes. Martin illuminates the sacrifice, discipline, and originality that made him an icon and informs his work to this day. To be this good, to perform so frequently, was isolating and lonely. It took Martin decades to reconnect with his parents and sister, and he tells that story with great tenderness. Martin also paints a portrait of his times-the era of free love and protests against the war in Vietnam, the heady irreverence of The Smothers Brothers Comedy Hour in the late sixties, and the transformative new voice of Saturday Night Live in the seventies.Throughout the text, Martin has placed photographs, many never seen before. Born Standing Up is a superb testament to the sheer tenacity, focus, and daring of one of the greatest and most iconoclastic comedians of all time.",Nonfiction
"Everything We Keep (Everything, #1)","Sous chef Aimee Tierney has the perfect recipe for the perfect life: marry her childhood sweetheart, raise a family, and buy out her parentsÃ¢â¬â¢ restaurant. But when her fiancÃÂ©, James Donato, vanishes in a boating accident, her well-baked future is swept out to sea. Instead of walking down the aisle on their wedding day, Aimee is at JamesÃ¢â¬â¢s funeralÃ¢â¬âa funeral that leaves her more unsettled than at peace.As Aimee struggles to reconstruct her life, she delves deeper into JamesÃ¢â¬â¢s disappearance. What she uncovers is an ocean of secrets that make her question everything about the life they built together. And just below the surface is a truth that may set Aimee freeÃ¢â¬Â¦or shatter her forever.",Fiction
The Crossroads of Should and Must: Find and Follow Your Passion,"There are two paths in life: Should & Must.We arrive at this crossroads over and over again, and every day. And we get to choose.Starting out or starting over, making a career change or making a life change, the most life-affirming thing you can do is to honor the voice inside that says your have something special to give, and then heed the call and act. Many have traveled this road before. HereÃ¢â¬â¢s how you can, too. #choosemustAn inspirational gift book for every recent graduate, every artist, every seeker, and every career change.ÃÂ ",Nonfiction
When Breath Becomes Air,"At the age of thirty-six, on the verge of completing a decadeÃ¢â¬â¢s worth of training as a neurosurgeon, Paul Kalanithi was diagnosed with stage IV lung cancer. One day he was a doctor treating the dying, and the next he was a patient struggling to live. And just like that, the future he and his wife had imagined evaporated. When Breath Becomes Air chronicles KalanithiÃ¢â¬â¢s transformation from a naÃÂ¯ve medical student Ã¢â¬Åpossessed,Ã¢â¬Â as he wrote, Ã¢â¬Åby the question of what, given that all organisms die, makes a virtuous and meaningful lifeÃ¢â¬Â into a neurosurgeon at Stanford working in the brain, the most critical place for human identity, and finally into a patient and new father confronting his own mortality.What makes life worth living in the face of death? What do you do when the future, no longer a ladder toward your goals in life, flattens out into a perpetual present? What does it mean to have a child, to nurture a new life as another fades away? These are some of the questions Kalanithi wrestles with in this profoundly moving, exquisitely observed memoir.",Nonfiction
The 5 Love Languages: The Secret to Love that Lasts,"Simple ideas, lasting love


Falling in love is easy. Staying in loveÃ¢â¬âthatÃ¢â¬â¢s the challenge! How can you keep your relationship fresh and growing amid the demands, conflicts, and just plain boredom of everyday life?
In the #1 New York Times bestseller The 5 Love Languages, youÃ¢â¬â¢ll discover the secret that has transformed millions of relationships worldwide. Whether your relationship is flourishing or failing, Dr. Gary ChapmanÃ¢â¬â¢s proven approach to showing and receiving love will help you experience deeper and richer levels of intimacy with your partnerÃ¢â¬âstarting today.
The 5 Love Languages is as practical as it is insightful. Updated to reflect the complexities of relationships today, this new edition reveals intrinsic truths and applies relevant, actionable wisdom in ways that work. 

Includes the Couple's Personal Profile assessment so you can discover your love language and that of your loved one.",Nonfiction
Call Me Tuesday,"At eight-years-old, Tuesday Storm's childhood is forever lost when tragedy sends her family spiraling out of control into irrevocable dysfunction. For no apparent reason, she's singled out from her siblings, blamed for her family's problems and targeted for unspeakable abuse. The loving environment she's come to know becomes an endless nightmare of twisted punishments as she's forced to confront the dark cruelty lurking inside the mother she idolizes. Based on a true story, Call Me Tuesday recounts, with raw emotion, a young girl's physical and mental torment at the mercy of the monster in her mother's clothes--a monster she doesn't know how to stop loving. Tuesday's painful journey through the hidden horrors of child abuse will open your eyes, and her unshakable love for her parents will tug at your heartstrings.",Nonfiction
Segment of One,"Marketing analyst Nick Vanderoff, newly retired from his successful career in business, lost his wife last year to cancer. Now he just wants to rest, relax, and repair family relationships. To accomplish this, he's been spending time with his math-genius granddaughter, Holly, and his estranged daughter. But a serial killer is on the loose in Dallas, and traditional forensics have produced nothing. Nick has consulted for the police department before, but not on anything like this. Can he trust the algorithms that worked so well in the corporate world to flush out a madman?The answer becomes personal when Nick's projections thwart the killer's plans, and he realizes the police are closing in on him. The sniper attacks escalate, and the killer turns toward Nick and his family. Will Nick be able to use his marketing skills to target a lethal segment of one to reveal himself?",Fiction
